ts_us,channel,len,rssi,mac_hash,eapol,head
56558267,6,210,-78,6a9bd343d01f977c,0,80000000fffffffffffff2823d9fc3f2
56575828,6,246,-78,0783e62878fc71a6,0,80000000fffffffffffff2823d9fc3f3
56593796,6,250,-78,6e8fb524b5e043bc,0,80000000fffffffffffff2823d9fc3f4
56611765,6,210,-77,f5006ef86f722813,0,80000000ffffffffffffd2823d9fb900
56629729,6,246,-80,fde3139aa6701fdc,0,80000000ffffffffffffd2823d9fb901
56647698,6,250,-79,e6ea4c9008b6f5b3,0,80000000ffffffffffffd2823d9fb902
56665666,6,210,-49,f2699bba2ba23cf1,0,80000000ffffffffffff32823d9fb346
56683634,6,246,-50,76e24379c30bf675,0,80000000ffffffffffff32823d9fb347
56701598,6,250,-50,19fdc1c705a9a866,0,80000000ffffffffffff32823d9fb348
56719566,6,28,-54,1890347fafe281c5,0,48112c0032823d9fb34642c4754b3d5a
56738462,6,329,-32,febc07890657a98b,0,d0000000ffffffffffffe649742af571
56757366,6,211,-78,6a9bd343d01f977c,0,80000000fffffffffffff2823d9fc3f2
56775332,6,246,-77,0783e62878fc71a6,0,80000000fffffffffffff2823d9fc3f3
56793302,6,250,-77,6e8fb524b5e043bc,0,80000000fffffffffffff2823d9fc3f4
56811265,6,210,-80,f5006ef86f722813,0,80000000ffffffffffffd2823d9fb900
56871229,6,246,-80,fde3139aa6701fdc,0,80000000ffffffffffffd2823d9fb901
56889194,6,250,-79,e6ea4c9008b6f5b3,0,80000000ffffffffffffd2823d9fb902
56907164,6,217,-93,12122c555e1cfb46,0,80000000ffffffffffff4427f3a136f0
56925127,6,210,-50,f2699bba2ba23cf1,0,80000000ffffffffffff32823d9fb346
56943096,6,246,-50,76e24379c30bf675,0,80000000ffffffffffff32823d9fb347
56961472,11,227,-82,0434195e5baafb51,0,08420000ffffffffffff92823d9fb91a
56979204,11,250,-80,0434195e5baafb51,0,80000000ffffffffffff92823d9fb91a
56997344,11,210,-80,4fdaf896e88ee013,0,80000000ffffffffffff92823d9fb91b
57015483,11,246,-81,b77a745d83d8dc66,0,80000000ffffffffffff92823d9fb91e
57033628,11,158,-78,ff7cf5473ab28e9c,0,40000000ffffffffffff3aeee96d58a8
57051766,11,204,-85,62cba5f006974d33,0,50003a013aeee96d58a8d2823d9fb0f0
57069908,11,204,-94,5e1e4644065622ac,0,50003a013aeee96d58a892823d9fbbbb
57088047,11,204,-82,4fdaf896e88ee013,0,50003a013aeee96d58a892823d9fb91b
57106189,11,204,-92,5e1e4644065622ac,0,50083a013aeee96d58a892823d9fbbbb
57124332,11,204,-93,5e1e4644065622ac,0,50083a013aeee96d58a892823d9fbbbb
57142874,11,250,-83,0434195e5baafb51,0,80000000ffffffffffff92823d9fb91a
57160607,11,210,-82,4fdaf896e88ee013,0,80000000ffffffffffff92823d9fb91b
57178749,11,246,-82,b77a745d83d8dc66,0,80000000ffffffffffff92823d9fb91e
57196891,11,246,-84,8245151affcd5ae7,0,80000000ffffffffffffd2823d9fb0f1
57215033,11,250,-85,a77d0e51d916c252,0,80000000ffffffffffffd2823d9fb0f2
57233170,11,250,-82,0434195e5baafb51,0,80000000ffffffffffff92823d9fb91a
57251312,11,210,-83,4fdaf896e88ee013,0,80000000ffffffffffff92823d9fb91b
